year,head_no,subhead_no,subhead_name,reimbursements,item_no,title,actual,revised,estimate
2012,51,700,General non-recurrent,"",,Non-Recurrent,,,750
2012,53,000,Operational expenses,"",,Recurrent,1278591,1245445,1286337
2012,53,003,Recoverable salaries and allowances (General),11317,,Recurrent,,,
2012,53,700,General non-recurrent,"",,Non-Recurrent,3080820,13505724,2716
2012,53,865,Hong Kong Arts Development Council,"",,Subventions,,,300
2012,53,942,Hong Kong Academy for Performing Arts,"",,Subventions,13898,9164,12346
2012,53,973,"Hong Kong Academy for Performing Arts - minor plant, vehicles and equipment (block vote)","",,Subventions,16645,16546,16579
2012,53,,"Sports Federation and Olympic Committee of Hong Kong, China","",,Subventions,1059,3260,1525
2012,55,000,Operational expenses,"",,Recurrent,108118,115926,151708
2012,55,700,General non-recurrent,"",,Non-Recurrent,129168,159517,146506
2012,59,000,Operational expenses,"",,Recurrent,326467,363949,392611
2012,59,003,Recoverable salaries and allowances (General),11226,,Recurrent,,,
2012,59,224,Motor Insurers’ Bureau - government contribution,"",,Recurrent,68,78,78
2012,59,225,Traffic Accident Victims Assistance Scheme - levies,"",,Recurrent,1832,866,866
2012,59,226,Allocated stores: local landing charges,"",,Recurrent,2,10,10
2012,59,267,Unallocated stores: suspense account adjustment,"",,Recurrent,,1,1
2012,59,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",8651,,6300
2012,59,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",4474,2050,2588
2012,59,691,General purpose vehicles (block vote),"",,"Plant, Equipment and Works",121962,129000,137000
2012,60,000,Operational expenses,"",,Recurrent,1986730,2049625,2130866
2012,60,272,Electricity for public lighting,"",,Recurrent,198233,203770,205808
2012,60,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",,230,1800
2012,60,700,General non-recurrent,"",,Non-Recurrent,,13500,21800
2012,62,000,Operational expenses,"",,Recurrent,133312,160585,173196
2012,62,003,Recoverable salaries and allowances (General),3440951,,Recurrent,,,
2012,62,,General non-recurrent,"",,Non-Recurrent,1801899,1900000,
2012,63,000,Operational expenses,"",,Recurrent,1536817,1672319,1822090
2012,63,654,Local public works (block vote),"",,"Plant, Equipment and Works",35832,35051,35220
2012,63,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",1727,2411,1788
2012,63,700,General non-recurrent,"",,Non-Recurrent,169477,54333,33960
2012,70,000,Operational expenses,"",,Recurrent,2923915,3116131,3296488
2012,70,202,Repatriation expenses,"",,Recurrent,6583,7159,7363
2012,70,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",,,3465
2012,70,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",6138,3474,4882
2012,72,000,Operational expenses,"",,Recurrent,752331,809848,857155
2012,72,103,Rewards and special services,"",,Recurrent,16374,17900,17200
2012,72,203,"Expenses of witnesses, suspects and detainees","",,Recurrent,334,600,630
2012,72,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",929,1140,560
2012,74,000,Operational expenses,"",,Recurrent,354831,373115,391622
2012,74,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",,,4080
2012,74,603,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",400,,
2012,76,000,Operational expenses,"",,Recurrent,1108838,1193720,1267169
2012,76,189,Interest on tax reserve certificates,"",,Recurrent,34934,60000,104000
2012,76,209,Special legal expenses,"",,Recurrent,4048,4703,4704
2012,78,000,Operational expenses,"",,Recurrent,94683,100650,115177
2012,79,000,Operational expenses,"",,Recurrent,82934,112064,113679
2012,79,,General non-recurrent,"",,Non-Recurrent,25837,,
2012,80,000,Operational expenses,"",,Recurrent,990942,1037631,1194899
2012,80,206,Expenses of witnesses and jurors,"",,Recurrent,7225,8000,8800
2012,80,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",,490,558
2012,80,661,Law library acquisitions (block vote),"",,"Plant, Equipment and Works",22545,26540,
2012,80,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",2214,928,4831
2012,80,700,General non-recurrent,"",,Non-Recurrent,,163,474
2012,82,000,Operational expenses,"",,Recurrent,804991,848252,1002231
2012,82,227,Payment for Land Registry/Companies Registry Trading Fund services,"",,Recurrent,32266,30712,82225
2012,82,700,General non-recurrent,"",,Non-Recurrent,195,523,1244
2012,90,000,Operational expenses,"",,Recurrent,909113,1077129,1300096
2012,90,280,Contribution to the Occupational Safety and Health Council,"",,Recurrent,3888,4052,4246
2012,90,295,Contribution to the Occupational Deafness Compensation Board,"",,Recurrent,2927,1418,1486
2012,90,700,General non-recurrent,"",,Non-Recurrent,156043,267401,1624475
2012,90,,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",2529,,
2012,91,000,Operational expenses,"",,Recurrent,1727941,1873667,1937684
2012,91,003,Recoverable salaries and allowances (General),26787,,Recurrent,,,
2012,91,221,Clearance of government land - ex-gratia allowances,"",,Recurrent,631,404,4354
2012,91,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",1775,2155,1871
2012,92,000,Operational expenses,"",,Recurrent,876616,935261,1026824
2012,92,003,Recoverable salaries and allowances (General),2200,,Recurrent,,,
2012,92,234,Court costs,"",,Recurrent,89339,186059,222825
2012,92,700,General non-recurrent,"",,Non-Recurrent,133,556,870
2012,94,000,Operational expenses,"",,Recurrent,228221,245660,255734
2012,94,208,Legal aid costs,"",,Recurrent,505308,475496,538789
2012,95,000,Operational expenses,"",,Recurrent,5272226,5689808,6022867
2012,95,600,Works,"",,"Plant, Equipment and Works",5753,12479,15082
2012,95,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",11786,34287,21221
2012,95,653,Restoration of historic buildings (block vote),"",,"Plant, Equipment and Works",9912,10100,10107
2012,95,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",71466,66845,73530
2012,95,694,Archaeological excavations (block vote),"",,"Plant, Equipment and Works",773,950,945
2012,95,700,General non-recurrent,"",,Non-Recurrent,17937,50,100
2012,95,863,Non-government organisation camps (block vote),"",,Subventions,2703,2500,2930
2012,96,000,Operational expenses,"",,Recurrent,292497,297711,303129
2012,96,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",497,780,417
2012,96,,General non-recurrent,"",,Non-Recurrent,6120,1770,
2012,100,000,Operational expenses,"",,Recurrent,885218,955419,972433
2012,100,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",8666,,8354
2012,100,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",29051,27454,29744
2012,100,700,General non-recurrent,"",,Non-Recurrent,3285,2631,3460
2012,106,251,Additional commitments,"",,Recurrent,,,1199000
2012,106,284,Compensation,"",,Recurrent,133461,351000,1459000
2012,106,689,Additional commitments,"",,"Plant, Equipment and Works",,,100000
2012,106,789,Additional commitments,"",,Non-Recurrent,,,31739000
2012,106,821,Contribution to the eighth replenishment of the Asian Development Fund,"",,Non-Recurrent,23081,19551,13460
2012,106,822,Contribution to the ninth replenishment of the Asian Development Fund,"",,Non-Recurrent,18398,26999,32047
2012,112,000,Operational expenses,"",,Recurrent,275225,354431,396420
2012,112,366,Remuneration and reimbursements for Members of the Legislative Council,"",,Recurrent,147755,150015,179807
2012,112,700,General non-recurrent,"",,Non-Recurrent,,630,1307
2012,112,872,Non-recurrent expenses reimbursements for Members of the Legislative Council,"",,Subventions,1511,2000,1600
2012,112,885,Legislative Council Commission,"",,Subventions,24911,63622,6651
2012,114,000,Operational expenses,"",,Recurrent,89086,94089,94555
2012,114,700,General non-recurrent,"",,Non-Recurrent,30,75,100
2012,116,000,Operational expenses,"",,Recurrent,119220,129588,148081
2012,116,700,General non-recurrent,"",,Non-Recurrent,112,100,100
2012,118,000,Operational expenses,"",,Recurrent,451579,487654,522749
2012,118,700,General non-recurrent,"",,Non-Recurrent,12598,3839,5754
2012,120,015,Public and judicial service pension benefits and compensation,"",,Recurrent,17212968,19246000,22150400
2012,120,016,Contract gratuities,"",,Recurrent,352944,310000,406000
2012,120,017,Surviving spouses’ and children’s pensions and widows’ and orphans’ pensions,"",,Recurrent,395464,428500,462300
2012,120,018,"Volunteer and defence force pensions, allowances and grants","",,Recurrent,29409,29000,29000
2012,120,021,"Ex-gratia pensions, awards and allowances","",,Recurrent,146,110,110
2012,120,026,"Employees’ compensation, injury, incapacity and death related payments and expenses","",,Recurrent,35922,42300,45500
2012,121,000,Operational expenses,"",,Recurrent,28484,35107,37414
2012,121,852,"Independent Police Complaints Council - minor plant, vehicles and equipment (block vote)","",,Subventions,,1000,505
2012,122,000,Operational expenses,"",,Recurrent,12615579,13381034,13691890
2012,122,103,Rewards and special services,"",,Recurrent,74975,78000,80000
2012,122,207,"Expenses of witnesses, prisoners and deportees","",,Recurrent,3760,4650,5000
2012,122,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",9817,7128,93192
2012,122,614,"Alterations, additions and improvements to in-service Marine Police craft (block vote)","",,"Plant, Equipment and Works",1172,1188,1187
2012,122,624,Repairs and improvements to land boundary fences,"",,"Plant, Equipment and Works",,,3520
2012,122,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",69226,62135,66049
2012,122,695,Police specialised vehicles (block vote),"",,"Plant, Equipment and Works",80599,98276,118371
2012,136,000,Operational expenses,"",,Recurrent,16434,18949,18114
2012,137,000,Operational expenses,"",,Recurrent,58410,68079,62171
2012,137,700,General non-recurrent,"",,Non-Recurrent,8744,4500,5000
2012,138,000,Operational expenses,"",,Recurrent,112154,136452,144664
2012,138,700,General non-recurrent,"",,Non-Recurrent,849931,554490,656000
2012,139,000,Operational expenses,"",,Recurrent,55978,58200,78531
2012,140,000,Operational expenses,"",,Recurrent,33736293,38218302,40823599
2012,140,700,General non-recurrent,"",,Non-Recurrent,46085,68602,100000
2012,140,882,Hospital Authority - information technology system for health care vouchers,"",,Subventions,3453,4994,4416
2012,140,899,"Prince Philip Dental Hospital - minor plant, vehicles, equipment, maintenance, and improvement (block vote)","",,Subventions,12661,3079,7865
2012,140,979,Hospital Authority - equipment and information systems (block vote),"",,Subventions,844000,714400,762780
2012,140,,Prince Philip Dental Hospital,"",,Subventions,9860,33141,7220
2012,141,000,Operational expenses,"",,Recurrent,417933,519930,631520
2012,141,700,General non-recurrent,"",,Non-Recurrent,36482,24117,41802
2012,141,864,Skills centres (block vote),"",,Subventions,7701,10680,6556
2012,142,000,Operational expenses,"",,Recurrent,478490,559275,693193
2012,142,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",696,2088,746
2012,142,700,General non-recurrent,"",,Non-Recurrent,1624,953,850
2012,143,000,Operational expenses,"",,Recurrent,403227,442008,459454
2012,143,700,General non-recurrent,"",,Non-Recurrent,28,120,120
2012,144,000,Operational expenses,"",,Recurrent,389451,389033,457332
2012,144,003,Recoverable salaries and allowances (General),4200,,Recurrent,,,
2012,144,700,General non-recurrent,"",,Non-Recurrent,147850,3500,2300
2012,144,,Office of the Privacy Commissioner for Personal Data,"",,Subventions,1020,,
2012,147,000,Operational expenses,"",,Recurrent,125622,152519,154550
2012,147,281,Air passenger departure tax administration fees,"",,Recurrent,43752,46320,47940
2012,147,700,General non-recurrent,"",,Non-Recurrent,484029,29889800,13038400
2012,148,000,Operational expenses,"",,Recurrent,143732,183409,189846
2012,148,003,Recoverable salaries and allowances (General),3515,,Recurrent,,,
2012,148,700,General non-recurrent,"",,Non-Recurrent,975,15270,28290
2012,151,000,Operational expenses,"",,Recurrent,172197,249555,310451
2012,151,,General non-recurrent,"",,Non-Recurrent,3011912,,
2012,152,000,Operational expenses,"",,Recurrent,1187065,1248334,1364508
2012,152,700,General non-recurrent,"",,Non-Recurrent,33755,34141,15975
2012,152,,Consumer Council,"",,Subventions,1102,,
2012,155,000,Operational expenses,"",,Recurrent,432665,482636,495017
2012,155,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",,970,2280
2012,155,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",3773,2810,9970
2012,155,700,General non-recurrent,"",,Non-Recurrent,21139,7500,8200
2012,155,,Hong Kong Productivity Council,"",,Subventions,7855,4850,
2012,156,000,Operational expenses,"",,Recurrent,37020657,40371386,42061085
2012,156,003,Recoverable salaries and allowances (General),15303,,Recurrent,,,
2012,156,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",3969,1095,6109
2012,156,661,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",1412,,
2012,156,700,General non-recurrent,"",,Non-Recurrent,1286484,3499874,392840
2012,156,871,Vocational Training Council,"",,Subventions,1194,7700,5381
2012,156,873,Codes of Aid for existing schools,"",,Subventions,323,4711,1185
2012,156,898,Codes of Aid for existing schools - furniture and equipment (block vote),"",,Subventions,425,2592,3268
2012,156,900,"Codes of Aid for existing schools - maintenance, repairs and minor improvement (block vote)","",,Subventions,645334,655533,645334
2012,156,950,Hong Kong Examinations and Assessment Authority,"",,Subventions,46330,58641,45722
2012,156,976,Vocational Training Council (block vote),"",,Subventions,32733,32538,32603
2012,156,976,Hong Kong Council for Accreditation of Academic and Vocational Qualifications,"",,Subventions,,10000,
2012,156,976,Open University of Hong Kong,"",,Subventions,8000,,
2012,158,000,Operational expenses,"",,Recurrent,121382,132516,142883
2012,158,700,General non-recurrent,"",,Non-Recurrent,1257,5338,2903
2012,159,000,Operational expenses,"",,Recurrent,234133,276064,311068
2012,159,003,Recoverable salaries and allowances (General),4312,,Recurrent,,,
2012,159,700,General non-recurrent,"",,Non-Recurrent,4300,32036,39443
2012,160,000,Operational expenses,"",,Recurrent,454781,504379,572832
2012,160,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",9337,19946,39048
2012,160,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",5739,17787,6140
2012,162,000,Operational expenses,"",,Recurrent,382884,415201,444019
2012,162,,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",1200,,
2012,163,000,Operational expenses,"",,Recurrent,197154,397107,605648
2012,166,000,Operational expenses,"",,Recurrent,171113,192660,213302
2012,166,200,Insurance of aircraft,"",,Recurrent,825,700,750
2012,166,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",,268343,349467
2012,166,631,"Aircraft components, component overhaul and safety equipment (block vote)","",,"Plant, Equipment and Works",76893,77096,122990
2012,168,000,Operational expenses,"",,Recurrent,213074,230190,233778
2012,168,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",430,,4972
2012,169,000,Operational expenses,"",,Recurrent,12899,16846,16967
2012,170,000,Operational expenses,"",,Recurrent,11677388,12690516,13930958
2012,170,003,Recoverable salaries and allowances (General),4800,,Recurrent,,,
2012,170,157,Assistance for patients and their families,"",,Recurrent,95,141,141
2012,170,176,Criminal and law enforcement injuries compensation,"",,Recurrent,5863,6460,6460
2012,170,177,Emergency relief,"",,Recurrent,438,1000,1000
2012,170,179,Comprehensive social security assistance scheme,"",,Recurrent,17424462,18501000,19326000
2012,170,180,Social security allowance scheme,"",,Recurrent,8387795,9087000,10026000
2012,170,184,Traffic accident victims assistance scheme,"",,Recurrent,29949,31000,32459
2012,170,187,Agents’ commission and expenses,"",,Recurrent,4022,4194,5078
2012,170,700,General non-recurrent,"",,Non-Recurrent,1838007,1973380,151119
2012,170,,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",228,,
2012,173,000,Operational expenses,"",,Recurrent,225943,255532,297568
2012,173,228,Student financial assistance,"",,Recurrent,2687874,3699391,4065661
2012,173,700,General non-recurrent,"",,Non-Recurrent,1064303,378897,379722
2012,174,000,Operational expenses,"",,Recurrent,19254,20413,30214
2012,180,000,Operational expenses,"",,Recurrent,78467,82217,41117
2012,180,,General non-recurrent,"",,Non-Recurrent,5,118,
2012,181,000,Operational expenses,"",,Recurrent,268672,278670,292588
2012,181,700,General non-recurrent,"",,Non-Recurrent,391702,354096,359200
2012,181,,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",,1671,
2012,184,988,Payment to the Loan Fund,"",,Capital Account,,,1000000
2012,184,990,Payment to the Disaster Relief Fund,"",,Capital Account,377000,,42000
2012,184,990,Payment to the Capital Works Reserve Fund,"",,Capital Account,,,
2012,186,000,Operational expenses,"",,Recurrent,1111508,1187285,1257417
2012,186,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",14638,56568,17412
2012,186,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",5220,5181,9547
2012,186,700,General non-recurrent,"",,Non-Recurrent,6521,9735,40052
2012,186,927,Hong Kong Society for Rehabilitation - rehabuses (block vote),"",,Subventions,7538,18458,9414
2012,186,,Hong Kong Society for Rehabilitation,"",,Subventions,,431,500
2012,188,000,Operational expenses,"",,Recurrent,312217,335400,345943
2012,188,003,Recoverable salaries and allowances (General),5140,,Recurrent,,,
2012,188,187,Agents’ commission and expenses,"",,Recurrent,3515,3414,3751
2012,188,,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",1856,,
2012,190,000,Operational expenses,"",,Recurrent,11083898,11708125,13304129
2012,190,,General non-recurrent,"",,Non-Recurrent,1000000,,
2012,194,000,Operational expenses,"",,Recurrent,2755066,2860733,2899926
2012,194,223,Purchase of water,"",,Recurrent,3182000,3379400,3575900
2012,194,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",2200,,2450
2012,194,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",3088,5069,8750
2012,194,,General non-recurrent,"",,Non-Recurrent,9308,,
2013,21,000,Operational expenses,"",,Recurrent,90155,92372,94481
2013,22,000,Operational expenses,"",,Recurrent,922418,992272,1034123
2013,22,600,Works,"",,"Plant, Equipment and Works",153,1977,3000
2013,22,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",,7912,4900
2013,22,609,Minor irrigation works in the New Territories (block vote),"",,"Plant, Equipment and Works",712,1153,980
2013,22,610,Minor recreational facilities and roadworks in country parks (block vote),"",,"Plant, Equipment and Works",9019,11250,9104
2013,22,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",9721,7348,5290
2013,22,700,General non-recurrent,"",,Non-Recurrent,9791,986133,521842
2013,23,000,Operational expenses,"",,Recurrent,66467,68316,74287
2013,23,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",110,3872,871
2013,24,000,Operational expenses,"",,Recurrent,124754,134519,137368
2013,25,000,Operational expenses,"",,Recurrent,1616696,1683979,1733990
2013,26,000,Operational expenses,"",,Recurrent,771440,543231,583890
2013,26,700,General non-recurrent,"",,Non-Recurrent,4903,3200,6823
2013,27,000,Operational expenses,"",,Recurrent,81116,87218,95563
2013,27,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",495,1700,690
2013,28,000,Operational expenses,"",,Recurrent,758088,826309,845090
2013,28,170,Airport insurance,"",,Recurrent,7607,7472,8145
2013,28,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",1400,,578
2013,30,000,Operational expenses,"",,Recurrent,2814307,2959259,3059565
2013,30,118,Provisions for institutions,"",,Recurrent,97077,89211,97240
2013,30,193,Earnings scheme for persons in custody,"",,Recurrent,40542,36046,37596
2013,30,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",5805,7889,10540
2013,30,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",25886,31665,30961
2013,31,000,Operational expenses,"",,Recurrent,2473792,2688718,2858017
2013,31,103,Rewards and special services,"",,Recurrent,9884,10500,11000
2013,31,292,Seizure management,"",,Recurrent,40993,44000,47000
2013,31,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",11160,24955,152622
2013,31,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",13941,19858,39050
2013,33,000,Operational expenses,"",,Recurrent,1785435,1812267,2025489
2013,33,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",3708,3260,3772
2013,33,661,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",2752,,
2013,33,700,General non-recurrent,"",,Non-Recurrent,78,80,80
2013,37,000,Operational expenses,"",,Recurrent,4224093,4761324,5118960
2013,37,003,Recoverable salaries and allowances (General),968000,,Recurrent,,,
2013,37,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",10904,10350,84640
2013,37,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",46702,36666,59554
2013,37,700,General non-recurrent,"",,Non-Recurrent,106856,245100,314890
2013,37,974,"Subvented institutions - maintenance, repairs, and minor improvements (block vote)","",,Subventions,1936,2575,2006
2013,37,975,"Subvented institutions - minor plant, vehicles and equipment (block vote)","",,Subventions,3034,5168,268
2013,39,000,Operational expenses,"",,Recurrent,1838614,1914382,1965603
2013,39,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",18703,13706,11113
2013,39,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",23096,17130,19632
2013,42,000,Operational expenses,"",,Recurrent,296840,343090,394837
2013,42,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",11815,6686,16200
2013,42,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",47047,34070,97995
2013,44,000,Operational expenses,"",,Recurrent,1189352,1270073,1371230
2013,44,297,Fees for operation of waste facilities,"",,Recurrent,1071389,1259600,1376934
2013,44,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",,6481,7000
2013,44,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",9811,9700,8640
2013,44,700,General non-recurrent,"",,Non-Recurrent,699291,156351,369087
2013,45,000,Operational expenses,"",,Recurrent,3975453,4307544,4425216
2013,45,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",101887,93598,160606
2013,45,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",17166,16410,18220
2013,45,690,Town ambulances (block vote),"",,"Plant, Equipment and Works",78768,79206,87754
2013,46,001,Salaries,"",,Recurrent,61756,80411,75830
2013,46,006,Recoverable salaries and allowances (Companies Registry Trading Fund),135000,,Recurrent,,,
2013,46,008,Recoverable salaries and allowances (Hong Kong Monetary Authority),19510,,Recurrent,,,
2013,46,009,Recoverable salaries and allowances (Land Registry Trading Fund),213235,,Recurrent,,,
2013,46,010,Recruiting expenses,"",,,812,900,900
2013,46,011,Civil service examinations,"",,,9312,10130,10320
2013,46,013,Personal allowances,"",,,727784,715260,750570
2013,46,014,Home purchase allowance,"",,,747550,769000,803000
2013,46,020,Payments to estates of deceased officers,"",,,12905,15500,16500
2013,46,022,Passages,"",,,154216,154500,166660
2013,46,023,Quartering,"",,,9227,7310,8057
2013,46,024,Staff relief and welfare,"",,,10880,9452,10121
2013,46,025,Long and Meritorious Service Travel Award Scheme,"",,,78489,89539,97303
2013,46,028,Legal assistance,"",,,634,1650,1448
2013,46,032,Accommodation allowance,"",,,16246,16000,17000
2013,46,033,Home financing allowance,"",,,416080,385000,375000
2013,46,037,Pensioners’ welfare fund,"",,,1096,1100,1100
2013,46,038,Private tenancy allowance,"",,,164268,177100,188000
2013,46,039,Rent allowance,"",,,516,420,800
2013,46,040,Non-accountable cash allowance,"",,,243418,347000,520000
2013,46,041,Mandatory Provident Fund contribution,"",,,133,146,274
2013,46,042,Civil Service Provident Fund contribution,"",,,545,1204,1441
2013,46,081,Recoverable salaries and allowances (Office of the Communications Authority Trading Fund),201223,,Recurrent,,,
2013,46,082,Recoverable salaries and allowances (Post Office Trading Fund),1753000,,Recurrent,,,
2013,46,083,Recoverable salaries and allowances (Electrical and Mechanical Services Trading Fund),1447743,,Recurrent,,,
2013,46,084,Recoverable salaries and allowances (Legal Aid Services Council),2140,,Recurrent,,,
2013,47,000,Operational expenses,"",,Recurrent,600650,624478,635037
2013,47,700,General non-recurrent,"",,Non-Recurrent,54511,13820,36320
2013,48,000,Operational expenses,"",,Recurrent,312056,334384,340992
2013,48,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",20056,31469,57695
2013,48,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",15194,15225,12553
2013,49,000,Operational expenses,"",,Recurrent,4604152,4968194,5162186
2013,49,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",,6140,8900
2013,49,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",64357,27107,29456
2013,49,,General non-recurrent,"",,Non-Recurrent,461,1170,
2013,51,000,Operational expenses,"",,Recurrent,1636015,1729938,1874172
2013,51,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",16961,17458,14985
2013,51,,General non-recurrent,"",,Non-Recurrent,,750,
2013,53,000,Operational expenses,"",,Recurrent,1232059,1264673,1362780
2013,53,003,Recoverable salaries and allowances (General),12367,,Recurrent,,,
2013,53,700,General non-recurrent,"",,Non-Recurrent,13504504,9516,4390
2013,53,865,Hong Kong Arts Development Council,"",,Subventions,,,3660
2013,53,942,Hong Kong Academy for Performing Arts,"",,Subventions,8165,9316,7682
2013,53,973,"Hong Kong Academy for Performing Arts - minor plant, vehicles and equipment (block vote)","",,Subventions,16546,16579,14102
2013,53,,"Sports Federation and Olympic Committee of Hong Kong, China","",,Subventions,3241,1525,1030
2013,55,000,Operational expenses,"",,Recurrent,109206,148868,140490
2013,55,700,General non-recurrent,"",,Non-Recurrent,137547,186803,185541
2013,59,000,Operational expenses,"",,Recurrent,355604,387590,385740
2013,59,003,Recoverable salaries and allowances (General),12900,,Recurrent,,,
2013,59,224,Motor Insurers’ Bureau - government contribution,"",,Recurrent,72,78,78
2013,59,225,Traffic Accident Victims Assistance Scheme - levies,"",,Recurrent,867,874,874
2013,59,226,Allocated stores: local landing charges,"",,Recurrent,2,10,10
2013,59,267,Unallocated stores: suspense account adjustment,"",,Recurrent,,1,1
2013,59,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",,4612,8500
2013,59,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",1694,4287,468
2013,59,691,General purpose vehicles (block vote),"",,"Plant, Equipment and Works",86971,137000,130500
2013,60,000,Operational expenses,"",,Recurrent,2054918,2125417,2250372
2013,60,272,Electricity for public lighting,"",,Recurrent,198002,194788,204888
2013,60,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",108,1800,2805
2013,60,700,General non-recurrent,"",,Non-Recurrent,10004,16000,16996
2013,62,000,Operational expenses,"",,Recurrent,153476,177062,210178
2013,62,003,Recoverable salaries and allowances (General),3837261,,Recurrent,,,
2013,62,,General non-recurrent,"",,Non-Recurrent,1896902,1900000,
2013,63,000,Operational expenses,"",,Recurrent,1654940,1831028,1984940
2013,63,654,Local public works (block vote),"",,"Plant, Equipment and Works",34779,35220,29985
2013,63,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",1411,1788,2457
2013,63,700,General non-recurrent,"",,Non-Recurrent,32296,16150,5150
2013,70,000,Operational expenses,"",,Recurrent,3115574,3361928,3532072
2013,70,202,Repatriation expenses,"",,Recurrent,6644,7769,8334
2013,70,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",,,3465
2013,70,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",2659,4882,2984
2013,72,000,Operational expenses,"",,Recurrent,801903,857229,910510
2013,72,103,Rewards and special services,"",,Recurrent,17747,17000,16200
2013,72,203,"Expenses of witnesses, suspects and detainees","",,Recurrent,458,600,630
2013,72,,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",1137,560,
