year,head_no,subhead_name,subhead_no,item_no,title,note_actual,note_original,note_revised,note_estimate,reimbursement,actual,approved,revised,estimate
2010,11,Disposal of construction waste at public fill reception facilities,033,014,Civil Engineering and Development Department,,,,,,135867,170000,170000,220000
2010,11,Others,033,030,Civil Engineering and Development Department,,,,,,167,161,183,246
2010,11,"Dangerous drugs, pharmacy, poisons and other licences",037,010,Department of Health,,,,,,22122,21608,23527,24602
2010,11,Out-patient charges,037,030,Department of Health,,,,,,32066,32236,32395,32467
2010,11,Dental charges,037,040,Department of Health,,,,,,8645,8818,8368,8168
2010,11,"Medical and health charges other than hospital, out-patient and dental charges",037,050,Department of Health,,,,,,27286,27762,27801,28313
2010,11,Registrations and certificates of medical and supplementary medical professionals,037,060,Department of Health,,,,,,23728,24081,24204,24206
2010,11,Others,037,070,Department of Health,,,,,,512,493,528,485
2010,11,Works executed on private account,039,010,Drainage Services Department,,,,,,1,30,24,24
2010,11,Others,039,030,Drainage Services Department,,,,,,900,854,1262,737
2010,11,Services to Electrical and Mechanical Services Trading Fund,042,025,Electrical and Mechanical Services Department,,,,,,34270,34040,30299,33680
2010,11,"Registration, certification and permit fees",042,027,Electrical and Mechanical Services Department,,,,,,38654,36547,36895,49056
2010,11,Others,042,030,Electrical and Mechanical Services Department,,,,,,21,11,20,20
2010,11,Chemical waste charging scheme,044,010,Environmental Protection Department,,,,,,31597,32000,29000,29000
2010,11,MARPOL waste charging scheme,044,015,Environmental Protection Department,,,,,,45895,41000,45000,45000
2010,11,Waste disposal charges,044,017,Environmental Protection Department,,,,,,48289,52000,52000,54000
2010,11,Licence and permit fees,044,020,Environmental Protection Department,,,,,,9056,8696,9611,9429
2010,11,Producer Responsibility Scheme,044,025,Environmental Protection Department,,,,,,,,13000,26000
2010,11,Others,044,030,Environmental Protection Department,,,,,,713,678,658,387
2010,11,Dangerous goods licences,045,010,Fire Services Department,,,,,,10491,10238,10244,10244
2010,11,Official certificates and fire reports,045,012,Fire Services Department,,,,,,5823,5909,5803,5803
2010,11,Others,045,020,Fire Services Department,,,,,,1038,903,1103,1103
2010,11,Government Secretariat: Office of the Government Chief Information Officer,047,,Fire Services Department,,,,,,6431,4933,6133,5987
2010,11,Services to the Hospital Authority,048,015,Government Laboratory,,,,,,7287,7905,7750,7219
2010,11,Others,048,020,Government Laboratory,,,,,,5986,5454,5454,5912
2010,11,Licences and permits,049,010,Food and Environmental Hygiene Department,,,,,,248620,243589,123918,219587
2010,11,Meat inspection,049,020,Food and Environmental Hygiene Department,,,,,,20848,20664,22864,22864
2010,11,Cemeteries and crematoria,049,030,Food and Environmental Hygiene Department,,,,,,63126,89736,124384,61023
2010,11,Others,049,040,Food and Environmental Hygiene Department,,,,,,3370,2868,1857,9111
2010,11,Management and air conditioning charges,051,010,Government Property Agency,,,,,,77984,69482,69412,67964
2010,11,Others,051,020,Government Property Agency,,,,,,5315,4707,5948,5273
2010,11,Government Secretariat: Commerce and Economic Development Bureau (Communications and Technology Branch),055,,Government Property Agency,,,,,,,,460,700
2010,11,Printing services,059,010,Government Logistics Department,,,,,,227885,200300,240851,230000
2010,11,Advertisements,059,020,Government Logistics Department,,,,,,21887,20834,23718,22000
2010,11,Government transport,059,030,Government Logistics Department,,,,,,15750,16293,16749,18018
2010,11,Others,059,040,Government Logistics Department,,,,,,10716,9023,9996,9111
2010,11,Works executed on private account,060,010,Highways Department,,,,,,2377,3274,3274,3274
2010,11,Excavation permits,060,020,Highways Department,,,,,,118963,122050,130505,130505
2010,11,Others,060,030,Highways Department,,,,,,1464,1600,2200,1680
2010,11,Guesthouse licences,063,015,Home Affairs Department,,,,,,9629,4606,3625,4970
2010,11,Clubhouse certificates,063,016,Home Affairs Department,,,,,,14237,14180,13340,15039
2010,11,Karaoke establishments licences and permits,063,020,Home Affairs Department,,,,,,53,32,37,42
2010,11,Others,063,030,Home Affairs Department,,,,,,2523,2691,3256,3298
2010,11,Chinese nationality applications,070,012,Immigration Department,,,,,,4211,4509,3708,3277
2010,11,Travel documents,070,020,Immigration Department,,,,,,190228,219135,195540,199878
2010,11,"Visas, entry permits and extension of stay",070,030,Immigration Department,,,,,,120998,132128,108370,116781
2010,11,Certification fees,070,040,Immigration Department,,,,,,6331,6747,7810,9208
2010,11,Replacement of identity cards,070,060,Immigration Department,,,,,,37151,36683,35810,37225
2010,11,Births and deaths registration fees,070,070,Immigration Department,,,,,,37002,37911,36978,39444
2010,11,Marriage registration fees,070,080,Immigration Department,,,,,,55484,52254,57286,54291
2010,11,Others,070,090,Immigration Department,,,,,,29564,16391,16678,13332
2010,11,Sale of publications,074,010,Information Services Department,,,,,,8361,8560,7565,7565
2010,11,Others,074,020,Information Services Department,,,,,,652,510,510,510
2010,11,Business registration fees,076,010,Inland Revenue Department,,,,,,154448,1450000,580000,26000
2010,11,Others,076,020,Inland Revenue Department,,,,,,16347,18346,17601,17562
2010,11,Patents fees,078,010,Intellectual Property Department,,,,,,17500,17746,17275,17292
2010,11,Trade marks fees,078,020,Intellectual Property Department,,,,,,80741,84873,84907,84913
2010,11,Registered designs fees,078,030,Intellectual Property Department,,,,,,7929,8307,7376,7405
2010,11,Others,078,040,Intellectual Property Department,,,,,,115,81,59,59
2010,11,Commission,080,010,Judiciary,,,,,,7337,6626,9506,9615
2010,11,Court fees,080,020,Judiciary,,,,,,157615,143738,168588,168588
2010,11,Possession,080,030,Judiciary,,,,,,539,555,483,483
2010,11,Others,080,040,Judiciary,,,,,,12033,12353,12040,12041
2010,11,Buildings Ordinance fees,082,010,Buildings Department,,,,,,186214,177555,156862,163439
2010,11,Works executed on private account,082,020,Buildings Department,,,,,,181,160,123,104
2010,11,Others,082,030,Buildings Department,,,,,,642,760,1140,1024
2010,11,Labour Department,090,,Buildings Department,,,,,,20817,22291,21965,21905
2010,11,Administrative and legal land services,091,010,Lands Department,,,,,,52423,38499,49538,47238
2010,11,Lands Department consent fees and Government lease fees,091,012,Lands Department,,,,,,5593,3996,3799,2771
2010,11,Administrative fees for conveyancing services for FSI,091,013,Lands Department,,,,,,95,98,121,118
2010,11,Excavation permits,091,020,Lands Department,,,,,,10572,9804,10492,10436
2010,11,Works executed on private account,091,040,Lands Department,,,,,,138,389,1205,275
2010,11,Services to KCRC,091,042,Lands Department,,,,,,33384,40391,15514,27221
2010,11,Services to MTRCL,091,046,Lands Department,,,,,,5221,24446,18285,47208
2010,11,Others,091,050,Lands Department,,,,,,18181,18211,20650,19399
2010,11,Department of Justice,092,,Lands Department,,,,,,10668,8786,7770,2333
2010,11,Legal Aid Department,094,,Lands Department,,,,,,196498,212821,199023,197969
2010,11,Admission and hire charges,095,010,Leisure and Cultural Services Department,,,,,,436873,554409,564414,563240
2010,11,Programme entry fees for recreational and sports activities,095,020,Leisure and Cultural Services Department,,,,,,37558,37967,37729,38288
2010,11,Licences,095,030,Leisure and Cultural Services Department,,,,,,626,620,653,653
2010,11,Others,095,040,Leisure and Cultural Services Department,,,,,,21804,25173,25673,26094
2010,11,Anchorage,100,010,Marine Department,,,,,,22283,16700,30900,30900
2010,11,Buoy,100,020,Marine Department,,,,,,26408,25285,23000,22650
2010,11,Permit fees,100,030,Marine Department,,,,,,104181,100581,105578,105580
2010,11,Cargo working area charges,100,040,Marine Department,,,,,,131573,142623,116151,120398
2010,11,Examination and registration fees,100,050,Marine Department,,,,,,79096,72408,62025,52529
2010,11,Vessel licences,100,070,Marine Department,,,,,,31520,31350,20750,27380
2010,11,Port and light dues,100,080,Marine Department,,,,,,236212,210800,233030,232056
2010,11,Port clearance fees,100,090,Marine Department,,,,,,21003,19750,15250,13100
2010,11,Survey fees,100,100,Marine Department,,,,,,27665,23219,25942,24011
2010,11,Others,100,110,Marine Department,,,,,,4612,4001,4599,4322
2010,11,Bankruptcy,116,010,Official Receiver’s Office,,,,,,94008,94600,81962,72990
2010,11,Liquidation,116,020,Official Receiver’s Office,,,,,,31028,38800,72351,31764
2010,11,Others,116,030,Official Receiver’s Office,,,,,,207,200,209,209
2010,11,Certificates of no criminal record,122,010,Hong Kong Police Force,,,,,,4253,4557,4057,4057
2010,11,Establishments and trades licences,122,020,Hong Kong Police Force,,,,,,1140,1071,1223,1223
2010,11,Security personnel permits,122,025,Hong Kong Police Force,,,,,,10481,10486,10778,10778
2010,11,Others,122,030,Hong Kong Police Force,,,,,,5609,5678,5650,5650
2010,11,Translation and interpretation services,143,010,Government Secretariat: Civil Service Bureau,,,,,,6071,7737,7703,7623
2010,11,Training and development services,143,020,Government Secretariat: Civil Service Bureau,,,,,,2062,1500,3134,3000
2010,11,Others,143,030,Government Secretariat: Civil Service Bureau,,,,,,51,443,503,452
2010,11,Insurance companies,148,010,Government Secretariat: Financial Services and the Treasury Bureau (Financial Services Branch),,,,,,42289,42488,42260,42260
2010,11,Others,148,030,Government Secretariat: Financial Services and the Treasury Bureau (Financial Services Branch),,,,,,1,1,6,6
2010,11,Security companies,151,010,Government Secretariat: Security Bureau,,,,,,14464,14363,14935,15845
2010,11,Others,151,090,Government Secretariat: Security Bureau,,,,,,3,29,27,50
2010,11,"Government Secretariat: Commerce and Economic Development Bureau (Commerce, Industry and Tourism Branch)",152,,Government Secretariat: Security Bureau,,,,,,9182,8901,1956,7209
2010,11,Government Secretariat: Innovation and Technology Commission,155,,Government Secretariat: Security Bureau,,,,,,6758,6492,7379,7975
2010,11,School fees for senior secondary classes,156,011,Government Secretariat: Education Bureau,,,,,,12482,,4,
2010,11,Grant and subsidised schools provident funds—supervision fees,156,020,Government Secretariat: Education Bureau,,,,,,3809,4093,3937,4764
2010,11,Others,156,030,Government Secretariat: Education Bureau,,,,,,3368,3596,3513,3720
2010,11,Radio Television Hong Kong,160,,Government Secretariat: Education Bureau,,,,,,622,591,925,834
2010,11,Rating and Valuation Department,162,,Government Secretariat: Education Bureau,,,,,,4308,4617,5318,5239
2010,11,Services to the Airport Authority,168,010,Hong Kong Observatory,,,,,,80450,79158,83764,84685
2010,11,Others,168,020,Hong Kong Observatory,,,,,,1644,1523,1492,1430
2010,11,Traffic Accident Victims Assistance Scheme administration fee,170,010,Social Welfare Department,,,,,,18320,16155,15344,14741
2010,11,Others,170,020,Social Welfare Department,,,,,,3502,3538,3604,3627
2010,11,Student Financial Assistance Agency,173,,Social Welfare Department,,,,,,21096,25353,23896,26448
2010,11,Entertainment licences,180,010,Television and Entertainment Licensing Authority,,,,,,16995,19536,19142,18820
2010,11,Film censorship fees,180,020,Television and Entertainment Licensing Authority,,,,,,2623,2501,2753,2753
2010,11,Broadcasting licences,180,025,Television and Entertainment Licensing Authority,,,,,,31775,34527,38187,35171
2010,11,Others,180,030,Television and Entertainment Licensing Authority,,,,,,1394,1413,813,569
2010,11,Application fees for certificates of origin,181,010,Trade and Industry Department,,,,,,1674,1330,490,250
2010,11,Application fees for textile export licences,181,030,Trade and Industry Department,,,,,,2051,1787,1432,1009
2010,11,Others,181,040,Trade and Industry Department,,,,,,29489,28404,22652,18579
2010,11,Vehicle and driving licences,186,010,Transport Department,,,,,,3177798,3192596,2763595,3025574
2010,11,"Transfer of vehicle and registration mark, driving test and permits",186,030,Transport Department,,,,,,243825,260325,232573,243044
2010,11,Traffic Accident Victims Assistance Scheme administration fee,186,040,Transport Department,,,,,,1667,1363,1661,1670
2010,11,Vehicle examination fees,186,050,Transport Department,,,,,,58312,62112,54378,55776
2010,11,Personalized vehicle registration mark,186,055,Transport Department,,,,,,34920,28738,42014,38513
2010,11,Others,186,060,Transport Department,,,,,,11463,11105,9612,11343
2010,11,Others,188,040,Treasury,,,,,,45457,46692,45127,44470
2010,11,Other bureaux/departments,200,,Treasury,,,,,,7728,13962,21089,15260
2011,1,Hydrocarbon oils,010,,,,,,,,2840951,2910507,3001829,3101799
2011,1,Alcoholic beverages,020,,,,,,,,256330,235898,285027,289558
2011,1,Other alcohol products,030,,,,,,,,13045,14000,9535,9535
2011,1,Tobacco,050,,,,,,,,3354551,3012000,3664147,4396976
2011,2,General Rates,030,,,,,,,,9957161,9375000,9385000,11011000
2011,3,Bets and sweeps tax,010,,,,,,,,12767135,13175000,14629000,14240000
2011,3,Profits tax,030,020,Earnings and profits tax,,,,,,76605363,78500000,93500000,96900000
2011,3,Personal assessment,030,030,Earnings and profits tax,,,,,,3655847,3180000,3850000,3830000
2011,3,Property tax,030,040,Earnings and profits tax,,,,,,1677621,1500000,1650000,1650000
2011,3,Salaries tax,030,050,Earnings and profits tax,,,,,,41245415,39810000,47000000,43220000
2011,3,Estate duty,050,,Earnings and profits tax,,,,,,185040,70000,190000,50000
2011,3,Stamp duties,070,,Earnings and profits tax,,,,,,42382613,30000000,51000000,40000000
2011,3,Air passenger departure tax,080,,Earnings and profits tax,,,,,,1616767,1669243,1809043,1879118
2011,4,First registration,010,,,,,,,,4816338,4552883,6199158,7493607
2011,5,Court fines and statutory penalties,010,,,,,,,,480409,528959,503622,500155
2011,5,Forfeitures,020,,,,,,,,257463,28684,166252,34389
2011,5,Fixed penalty system (Traffic Contraventions) .,030,,,,,,,,241185,246888,239598,246781
2011,5,Fixed penalty system (Criminal Proceedings),040,,,,,,,,201189,206564,196758,202660
2011,5,Payments by civil servants,050,,,,,,,,2569,2100,2069,1694
2011,6,Quarries and mining,020,,,,,,,,45731,46000,48800,55200
2011,6,Bridges and tunnels,030,,,,,,,,698948,1263806,1314124,1316877
2011,6,Petrol filling,070,,,,,,,,1620,1631,1745,1789
2011,6,Parking,100,,,,,,,,359599,344498,353002,352920
2011,6,Vehicle examination,170,,,,,,,,42264,38805,39394,39394
2011,6,Slaughterhouse concessions,201,,,,,,,,26478,28000,30372,30372
2011,6,Other royalties and concessions,202,,,,,,,,421970,443560,593967,613621
2011,7,"Government land licences, government rents (other than those charged at 3% of rateable values in accordance with the Government Rent (Assessment and Collection) Ordinance (Cap. 515) ) and rents from short term tenancies",010,,,,,,,,1747793,1724195,1690643,1774516
2011,7,Rents from government quarters,020,,,,,,,,723458,701515,682565,671949
2011,7,Rents from government properties,030,,,,,,,,1142489,1260987,1237536,1257759
2011,7,Investment income and interest,040,,,,,,,,17892185,15564000,17821179,19283000
2011,7,Returns on equity investments in statutory agencies/corporations,060,,,,,,,,3119833,3480989,5802380,4905967
2011,7,Recovery from Housing Authority under current financial arrangement,080,,,,,,,,864100,118472,142205,142075
2011,7,Government rents charged at 3% of rateable values in accordance with the Government Rent (Assessment and Collection) Ordinance (Cap. 515),090,,,,,,,,5867677,6004000,6224000,6927000
2011,9,Repayments of loans and advances,010,,,,,,,,791,143,179,
2011,9,Pension contributions,020,,,,,,,,14023,12933,12337,11405
2011,9,Recovery of salaries and staff on-costs,030,,,,,,,,2144139,2216066,2161260,2191708
2011,9,Light and fuel in government buildings,040,,,,,,,,26638,26830,26881,27086
2011,9,Recovery of overpayments and losses,050,,,,,,,,914507,411654,416877,355698
2011,9,Transfers from Funds,080,,,,,,,,,,,1800000
2011,9,Other receipts,090,,,,,,,,5945633,1697128,1260975,1323310
2011,9,Payments in lieu of profits tax,110,001,Payments made by Trading Funds,,,,,,174712,68857,232670,122205
2011,9,Payments for “insurance” premium,110,002,Payments made by Trading Funds,,,,,,3107,3082,3082,3078
2011,9,Reimbursements by trading funds arising from policy on “insurance”,110,003,Payments made by Trading Funds,,,,,,26,188,229,191
2011,10,Berthing fee,040,010,Marine ferry terminals,,,,,,47676,57307,50923,54326
2011,10,Embarkation fee,040,020,Marine ferry terminals,,,,,,128395,128941,144758,149505
2011,10,Others,040,030,Marine ferry terminals,,,,,,6913,7127,6910,6919
2011,10,Chargeable water,070,010,Waterworks,,,,,,2491308,2467200,2526200,2554000
2011,10,Fees and licences,070,020,Waterworks,,,,,,13269,13760,13760,13760
2011,10,Others,070,040,Waterworks,,,,,,8354,12000,13774,11636
2011,10,Sewage charge,080,010,Sewage services,,,,,,551109,606500,603400,667300
2011,10,Trade effluent surcharge,080,020,Sewage services,,,,,,188830,185100,194200,195200
2011,10,Others,080,030,Sewage services,,,,,,1981,2536,2713,2740
2011,11,Markets,022,010,"Agriculture, Fisheries and Conservation Department",,,,,,57195,68707,68021,67989
2011,11,Agricultural services and products,022,020,"Agriculture, Fisheries and Conservation Department",,,,,,438,595,520,590
2011,11,Others,022,030,"Agriculture, Fisheries and Conservation Department",,,,,,30578,29694,30285,30290
2011,11,Audit Commission,024,,"Agriculture, Fisheries and Conservation Department",,,,,,8959,9194,8911,9227
2011,11,Services to trading funds and subvented projects,025,025,Architectural Services Department,,,,,,10181,5907,7739,4743
2011,11,Others,025,030,Architectural Services Department,,,,,,377,362,561,561
2011,11,Census and Statistics Department,026,,Architectural Services Department,,,,,,14835,10503,8485,9006
2011,11,Civil Aid Service,027,,Architectural Services Department,,,,,,156,124,84,124
2011,11,Services to the Airport Authority,028,010,Civil Aviation Department,,,,,,660040,676483,674850,692560
2011,11,Aircraft en route navigation charges,028,020,Civil Aviation Department,,,,,,179651,176602,201119,216465
2011,11,Licences,028,030,Civil Aviation Department,,,,,,60315,66316,66830,67528
2011,11,Others,028,040,Civil Aviation Department,,,,,,1102,1182,1037,1066
2011,11,Recovery other than cost of raw materials for correctional services industries,030,010,Correctional Services Department,,,,,,292,200,498,510
2011,11,Laundry charges,030,015,Correctional Services Department,,,,,,2978,3006,2965,2965
2011,11,Others,030,020,Correctional Services Department,,,,,,366,398,236,236
2011,11,Import and export declarations,031,010,Customs and Excise Department,,,,,,1235897,1226134,1463182,1486595
2011,11,Bonded warehouse supervision charges,031,020,Customs and Excise Department,,,,,,298,296,317,339
2011,11,Clothing industry training levy service charges,031,030,Customs and Excise Department,,,,,,317,317,112,112
2011,11,Denaturing fees,031,040,Customs and Excise Department,,,,,,1237,1272,1442,1442
2011,11,Import and export licences,031,071,Customs and Excise Department,,,,,,1855,1762,1994,2012
2011,11,Warehouse licences,031,072,Customs and Excise Department,,,,,,616,597,664,665
2011,11,Miscellaneous licences,031,080,Customs and Excise Department,,,,,,1356,1331,1471,1456
2011,11,Storage fees,031,090,Customs and Excise Department,,,,,,,1,1,1
2011,11,Others,031,100,Customs and Excise Department,,,,,,12453,18004,20419,17097
2011,11,Hong Kong companies registration fees,032,010,Companies Registry,,,,,,88664,81257,110969,113008
2011,11,Works executed on private account,033,010,Civil Engineering and Development Department,,,,,,514,100950,31959,8426
2011,11,"Dangerous goods, mining and prospecting licences",033,011,Civil Engineering and Development Department,,,,,,1206,2400,1780,2100
2011,11,Explosives permit and storage fees,033,012,Civil Engineering and Development Department,,,,,,8772,26000,21000,28580
2011,11,Mud disposal,033,013,Civil Engineering and Development Department,,,,,,6862,9435,9225,8590
2011,11,Disposal of construction waste at public fill reception facilities,033,014,Civil Engineering and Development Department,,,,,,158391,220000,220000,330000
2011,11,Others,033,030,Civil Engineering and Development Department,,,,,,193,246,413,394
2011,11,"Dangerous drugs, pharmacy, poisons and other licences",037,010,Department of Health,,,,,,23929,24602,24327,24808
2011,11,Out-patient charges,037,030,Department of Health,,,,,,32447,32467,32224,32073
2011,11,Dental charges,037,040,Department of Health,,,,,,8174,8168,8020,7820
2011,11,"Medical and health charges other than hospital, out-patient and dental charges",037,050,Department of Health,,,,,,29665,28313,29887,29985
2011,11,Registrations and certificates of medical and supplementary medical professionals,037,060,Department of Health,,,,,,25010,24206,25152,25549
2011,11,Others,037,070,Department of Health,,,,,,523,485,587,593
2011,11,Works executed on private account,039,010,Drainage Services Department,,,,,,1,24,25,20
2011,11,Others,039,030,Drainage Services Department,,,,,,841,737,875,865
2011,11,Services to Electrical and Mechanical Services Trading Fund,042,025,Electrical and Mechanical Services Department,,,,,,30299,33680,33680,34858
2011,11,"Registration, certification and permit fees",042,027,Electrical and Mechanical Services Department,,,,,,36343,49056,49615,40215
2011,11,Others,042,030,Electrical and Mechanical Services Department,,,,,,12,20,20,20
2011,11,Chemical waste charging scheme,044,010,Environmental Protection Department,,,,,,29134,29000,26500,26800
2011,11,MARPOL waste charging scheme,044,015,Environmental Protection Department,,,,,,37723,45000,16000,14500
2011,11,Waste disposal charges,044,017,Environmental Protection Department,,,,,,55907,54000,58000,58000
2011,11,Licence and permit fees,044,020,Environmental Protection Department,,,,,,9492,9429,10086,9911
2011,11,Producer Responsibility Scheme,044,025,Environmental Protection Department,,,,,,13112,26000,24600,24600
2011,11,Others,044,030,Environmental Protection Department,,,,,,1733,387,281,296
2011,11,Dangerous goods licences,045,010,Fire Services Department,,,,,,10596,10244,10036,10036
2011,11,Official certificates and fire reports,045,012,Fire Services Department,,,,,,6035,5803,6772,6772
2011,11,Others,045,020,Fire Services Department,,,,,,951,1103,724,724
2011,11,Government Secretariat: Office of the Government Chief Information Officer,047,,Fire Services Department,,,,,,6072,5987,6938,6551
2011,11,Services to the Hospital Authority,048,015,Government Laboratory,,,,,,6499,7219,6399,6076
2011,11,Others,048,020,Government Laboratory,,,,,,5461,5912,6732,6884
2011,11,Licences and permits,049,010,Food and Environmental Hygiene Department,,,,,,130651,219587,243651,274318
2011,11,Meat inspection,049,020,Food and Environmental Hygiene Department,,,,,,22796,22864,23276,23276
2011,11,Cemeteries and crematoria,049,030,Food and Environmental Hygiene Department,,,,,,125516,61023,66924,65268
2011,11,Others,049,040,Food and Environmental Hygiene Department,,,,,,2666,9111,2953,4296
2011,11,Management and air conditioning charges,051,010,Government Property Agency,,,,,,55732,67964,67091,67522
2011,11,Others,051,020,Government Property Agency,,,,,,7292,5273,4025,4166
2011,11,Government Secretariat: Commerce and Economic Development Bureau (Communications and Technology Branch),055,,Government Property Agency,,,,,,595,700,800,850
2011,11,Printing services,059,010,Government Logistics Department,,,,,,239700,230000,227039,237000
2011,11,Advertisements,059,020,Government Logistics Department,,,,,,25607,22000,23099,22700
2011,11,Government transport,059,030,Government Logistics Department,,,,,,17040,18018,19791,19869
2011,11,Others,059,040,Government Logistics Department,,,,,,10034,9111,8089,8337
2011,11,Works executed on private account,060,010,Highways Department,,,,,,624,3274,3057,2743
2011,11,Excavation permits,060,020,Highways Department,,,,,,120912,130505,128974,128859
2011,11,Others,060,030,Highways Department,,,,,,2374,1680,1680,1680
2011,11,Guesthouse licences,063,015,Home Affairs Department,,,,,,3907,4970,5046,7564
2011,11,Clubhouse certificates,063,016,Home Affairs Department,,,,,,14087,15039,12829,15151
2011,11,Karaoke establishments licences and permits,063,020,Home Affairs Department,,,,,,41,42,46,55
2011,11,Others,063,030,Home Affairs Department,,,,,,3055,3298,2949,2949
2011,11,Chinese nationality applications,070,012,Immigration Department,,,,,,3414,3277,3218,2860
2011,11,Travel documents,070,020,Immigration Department,,,,,,189643,199878,228400,223232
2011,11,"Visas, entry permits and extension of stay",070,030,Immigration Department,,,,,,103110,116781,122350,127850
2011,11,Certification fees,070,040,Immigration Department,,,,,,8023,9208,9335,11159
2011,11,Replacement of identity cards,070,060,Immigration Department,,,,,,37255,37225,36543,37891
2011,11,Births and deaths registration fees,070,070,Immigration Department,,,,,,38516,39444,39727,42272
2011,11,Marriage registration fees,070,080,Immigration Department,,,,,,59706,54291,56729,58283
2011,11,Others,070,090,Immigration Department,,,,,,16412,13332,12786,12422
2011,11,Sale of publications,074,010,Information Services Department,,,,,,6627,7565,6565,6265
2011,11,Others,074,020,Information Services Department,,,,,,468,510,450,440
2011,11,Business registration fees,076,010,Inland Revenue Department,,,,,,578647,26000,38000,1100000
2011,11,Others,076,020,Inland Revenue Department,,,,,,16190,17562,16390,17513
2011,11,Patents fees,078,010,Intellectual Property Department,,,,,,17800,17292,18164,18164
2011,11,Trade marks fees,078,020,Intellectual Property Department,,,,,,80224,84913,70394,70394
2011,11,Registered designs fees,078,030,Intellectual Property Department,,,,,,7292,7405,7783,7783
2011,11,Others,078,040,Intellectual Property Department,,,,,,104,59,64,64
2011,11,Commission,080,010,Judiciary,,,,,,8635,9615,9349,5317
2011,11,Court fees,080,020,Judiciary,,,,,,154125,168588,141965,141965
2011,11,Possession,080,030,Judiciary,,,,,,543,483,525,525
2011,11,Others,080,040,Judiciary,,,,,,12151,12041,12522,12512
2011,11,Buildings Ordinance fees,082,010,Buildings Department,,,,,,139288,163439,199340,196194
2011,11,Works executed on private account,082,020,Buildings Department,,,,,,156,104,90,90
2011,11,Others,082,030,Buildings Department,,,,,,1253,1024,986,1188
2011,11,Labour Department,090,,Buildings Department,,,,,,21966,21905,21281,22072
2011,11,Administrative and legal land services,091,010,Lands Department,,,,,,56941,47238,49045,49074
2011,11,Lands Department consent fees and Government lease fees,091,012,Lands Department,,,,,,4138,2771,3187,2678
2011,11,Administrative fees for conveyancing services for FSI,091,013,Lands Department,,,,,,114,118,197,311
2011,11,Excavation permits,091,020,Lands Department,,,,,,10527,10436,10817,10876
2011,11,Works executed on private account,091,040,Lands Department,,,,,,523,275,313,300
2011,11,Services to KCRC,091,042,Lands Department,,,,,,5332,27221,,
2011,11,Services to MTRCL,091,046,Lands Department,,,,,,16990,47208,16293,72672
2011,11,Others,091,050,Lands Department,,,,,,20154,19399,21121,20315
2011,11,Department of Justice,092,,Lands Department,,,,,,5327,2333,5295,4371
2011,11,Legal Aid Department,094,,Lands Department,,,,,,191239,197969,250371,234046
2011,11,Admission and hire charges,095,010,Leisure and Cultural Services Department,,,,,,573685,563240,608395,586156
2011,11,Programme entry fees for recreational and sports activities,095,020,Leisure and Cultural Services Department,,,,,,37113,38288,38582,38398
2011,11,Licences,095,030,Leisure and Cultural Services Department,,,,,,634,653,609,609
2011,11,Others,095,040,Leisure and Cultural Services Department,,,,,,25559,26094,26713,26608
2011,11,Anchorage,100,010,Marine Department,,,,,,27865,30900,26600,26600
2011,11,Buoy,100,020,Marine Department,,,,,,22619,22650,20700,20700
2011,11,Permit fees,100,030,Marine Department,,,,,,104508,105580,110622,110630
2011,11,Cargo working area charges,100,040,Marine Department,,,,,,117026,120398,121318,121318
2011,11,Examination and registration fees,100,050,Marine Department,,,,,,69133,52529,85154,79213
2011,11,Vessel licences,100,070,Marine Department,,,,,,20315,27380,29700,32400
2011,11,Port and light dues,100,080,Marine Department,,,,,,230779,232056,248620,248620
2011,11,Port clearance fees,100,090,Marine Department,,,,,,14877,13100,12600,12600
2011,11,Survey fees,100,100,Marine Department,,,,,,27246,24011,22582,22582
2011,11,Others,100,110,Marine Department,,,,,,5395,4322,4735,4500
2011,11,Bankruptcy,116,010,Official Receiver’s Office,,,,,,94870,72990,88927,78982
2011,11,Liquidation,116,020,Official Receiver’s Office,,,,,,79063,31764,100487,100500
2011,11,Others,116,030,Official Receiver’s Office,,,,,,161,209,150,120
2011,11,Certificates of no criminal record,122,010,Hong Kong Police Force,,,,,,3923,4057,4339,4339
2011,11,Establishments and trades licences,122,020,Hong Kong Police Force,,,,,,1283,1223,1203,1203
2011,11,Security personnel permits,122,025,Hong Kong Police Force,,,,,,9211,10778,8301,8301
2011,11,Others,122,030,Hong Kong Police Force,,,,,,5703,5650,5705,5705
2011,11,Translation and interpretation services,143,010,Government Secretariat: Civil Service Bureau,,,,,,7889,7623,7199,7383
2011,11,Training and development services,143,020,Government Secretariat: Civil Service Bureau,,,,,,3007,3000,3017,3017
2011,11,Others,143,030,Government Secretariat: Civil Service Bureau,,,,,,214,452,570,455
2011,11,Insurance companies,148,010,Government Secretariat: Financial Services and the Treasury Bureau (Financial Services Branch),,,,,,42032,42260,41579,41579
2011,11,Others,148,030,Government Secretariat: Financial Services and the Treasury Bureau (Financial Services Branch),,,,,,6,6,4,4
2011,11,Security companies,151,010,Government Secretariat: Security Bureau,,,,,,14602,15845,15222,14983
2011,11,Others,151,090,Government Secretariat: Security Bureau,,,,,,26,50,62,37
2011,11,"Government Secretariat: Commerce and Economic Development Bureau (Commerce, Industry and Tourism Branch)",152,,Government Secretariat: Security Bureau,,,,,,1958,7209,7311,10202
