head_no,programme_no,year_start,year_end,programme_aim
152,1,2006,2007,"The aim is to ensure the smooth operation of the Office of the Secretary for Commerce, Industry and Technology."
152,1,2008,2014,The aim is to ensure the smooth operation of the Office of the Secretary for Commerce and Economic Development.
152,2,2006,2006,"The aims are to encourage Hong Kong’s trading partners, through multilateral, regional and bilateral means, to remove barriers to trade; to promote international business confidence in Hong Kong; to develop Hong Kong as a competitive and knowledge-based economy by increasing the added value and productivity of Hong Kong’s industries and enhancing the long-term competitiveness of small and medium enterprises (SMEs); to foster our trading and investment ties with the Mainland and support our businesses in seizing the opportunities created by the Mainland and Hong Kong Closer Economic Partnership Arrangement (CEPA); to attract external direct investment to Hong Kong; to maintain a modern and comprehensive intellectual property protection regime which complies fully with international standards; and to promote and support Hong Kong’s services industries."
152,2,2007,2008,"The aims are to encourage Hong Kong’s trading partners, through multilateral, regional and bilateral means, to remove barriers to trade; to promote international business confidence in Hong Kong; to develop Hong Kong as a competitive and knowledge-based economy by increasing the added value and productivity of Hong Kong’s industries and enhancing the long-term competitiveness of small and medium enterprises (SMEs); to foster our trading and investment ties with the Mainland and support our businesses in seizing the opportunities created by the Mainland and Hong Kong Closer Economic Partnership Arrangement (CEPA); to attract external direct investment to Hong Kong; to maintain a modern and comprehensive intellectual property protection regime which complies fully with international standards; and to promote and support Hong Kong’s professional services."
152,2,2009,2011,"The aims are to encourage Hong Kong’s trading partners, through multilateral, regional and bilateral means, to remove barriers to trade; to promote Hong Kong’s strengths so as to maintain international business confidence in Hong Kong; to develop Hong Kong as a competitive and knowledge-based economy by increasing the added value and productivity of Hong Kong’s industries and enhancing the long-term competitiveness of small and medium enterprises (SMEs); to foster our trading and investment ties with the Mainland and support our businesses in seizing the opportunities created by the Mainland and Hong Kong Closer Economic Partnership Arrangement (CEPA); to attract external direct investment to Hong Kong; to maintain a modern and comprehensive intellectual property protection regime which complies fully with international standards; to promote and support Hong Kong’s professional services; and to strengthen exchanges and co-operation with Taiwan."
152,2,2012,2012,"The aims are to encourage Hong Kong’s trading partners, through multilateral, regional and bilateral means, to remove barriers to trade; to promote Hong Kong’s strengths so as to maintain international business confidence in Hong Kong; to develop Hong Kong as a competitive and knowledge-based economy by increasing the added value and productivity of Hong Kong’s industries and enhancing the long-term competitiveness of small and medium enterprises (SMEs); to foster our trading and investment ties with the Mainland and support our businesses in seizing the opportunities created by the Mainland and Hong Kong Closer Economic Partnership Arrangement (CEPA) and the National 12th Five-Year Plan; to attract external direct investment to Hong Kong; to maintain a modern and comprehensive intellectual property protection regime which complies fully with international standards; to promote and support Hong Kong’s professional services; and to strengthen exchanges and co-operation with Taiwan."
152,2,2013,2013,"The aims are to encourage Hong Kong’s trading partners, through multilateral, regional and bilateral means, to remove barriers to trade; to promote Hong Kong’s strengths so as to maintain international business confidence in Hong Kong; to develop Hong Kong as a competitive and knowledge-based economy by increasing the added value and productivity of Hong Kong’s industries and enhancing the long-term competitiveness of small and medium enterprises (SMEs); to foster our trading and investment ties with the Mainland and support our businesses in seizing the opportunities created by the Mainland and Hong Kong Closer Economic Partnership Arrangement (CEPA) and the National 12th Five-Year Plan; to attract external direct investment to Hong Kong; to maintain a modern and comprehensive intellectual property protection regime which complies fully with international standards; and to strengthen exchanges and co-operation with Taiwan."
152,2,2014,2014,"The aims are to encourage Hong Kong’s trading partners, through multilateral, regional and bilateral means, to remove barriers to trade; to promote Hong Kong’s strengths so as to maintain international business confidence in Hong Kong; to develop Hong Kong as a competitive and knowledge-based economy by increasing the added value and productivity of Hong Kong’s industries and enhancing the long-term competitiveness of small and medium enterprises (SMEs); to foster our trading and investment ties with the Mainland and support our businesses in seizing the opportunities created by the Mainland and Hong Kong Closer Economic Partnership Arrangement (CEPA) and the National 12th Five-Year Plan; to attract external direct investment to Hong Kong; to maintain a modern and comprehensive intellectual property (IP) protection regime which complies fully with international standards; and to strengthen exchanges and co-operation with Taiwan."
152,3,2006,2012,"The aim is to facilitate the Hong Kong Trade Development Council (HKTDC) to perform its statutory functions, i.e. to promote, assist and develop Hong Kong’s trade with places outside Hong Kong, with particular reference to exports; and to make such recommendations to the Government as it sees fit in relation to any measures which it considers would achieve an increase in Hong Kong’s trade."
152,3,2013,2014,"The aim is to help the Hong Kong Trade Development Council (HKTDC) perform its statutory functions, i.e. to promote, assist and develop Hong Kong’s trade with places outside Hong Kong, with particular reference to exports; and to make such recommendations to the Government as it sees fit in relation to any measures which it considers would achieve an increase in Hong Kong’s trade."
152,4,2008,2014,The aims are to promote economic efficiency in the delivery of postal services; to promote competition; and to protect consumer interests.
152,5,2008,2014,The aim is to protect and promote the interests of consumers of goods and services.
152,6,2008,2010,The aim is to maintain Hong Kong’s position as the key tourist destination in Asia.
152,6,2011,2014,The aim is to maintain Hong Kong’s position as a key tourist destination in Asia.
152,7,2008,2014,The aim is to promote inbound tourism and maximise the socio-economic contribution that tourism makes to Hong Kong.
152,8,2008,2014,The aim is to provide high standards of weather information services for the public and specialised users such as the aviation and shipping community.
152,9,2014,2014,The aim is to help the Commission to implement the CO.
155,1,2006,2014,The aim is to promote and support applied research and development (R&D) activities which can contribute to innovation and technology upgrading in industry.
155,2,2006,2014,The aim is to promote university-industry partnership in R&D projects.
155,3,2006,2014,The aim is to promote technological entrepreneurship in Hong Kong and provide essential support to technology-based entrepreneurial activities.
155,3,2007,2010,The aim is to promote technological entrepreneurship in Hong Kong and provide essential support to technology- based entrepreneurial activities.
155,4,2006,2014,The aim is to support the formulation and co-ordination of innovation and technology policies and sustain public awareness of innovation and technology.
155,5,2006,2009,The aim is to develop world-class support infrastructure to facilitate technological upgrading and development of the industry and to promote innovation and design.
155,5,2010,2014,The aim is to develop world-class support infrastructure to facilitate technological upgrading and development of the industry and to promote innovation and technology.
155,6,2006,2009,The aim is to promote internationally accepted standards and conformity assessment services to underpin technological development and international trade.
155,6,2010,2012,The aim is to promote: • internationally accepted standards and conformity assessment services to underpin technological development and international trade; and • the development of the testing and certification industry in Hong Kong.
155,6,2013,2013,The aim is to promote: •   internationally accepted standards and conformity assessment services to underpin technological development and international trade; and •   the development of the testing and certification industry in Hong Kong.
155,6,2014,2014,"The aim is to promote: •    internationally accepted standards and conformity assessment services to underpin technological development and international trade, and •    the development of the testing and certification industry in Hong Kong."
155,7,2006,2011,"The aim is to promote productivity excellence through the provision of integrated support across the value chain of the industry, in order to achieve more effective utilisation of resources, enhance the value-added content of products and services, and enhance the industry’s international competitiveness."
155,7,2012,2014,"The aim is to promote productivity excellence through the provision of integrated support across the value chain of the industry, in order to achieve more effective utilisation of resources, enhance the value-added content of products and services, and enhance the industry’s international competitiveness and sustainability."
156,1,2006,2007,The aim is to ensure the smooth operation of the Office of the Secretary for Education and Manpower.
156,1,2008,2014,The aim is to ensure the smooth operation of the Office of the Secretary for Education.
156,2,2006,2007,The aim is to provide free and universal schooling for every child aged six to 11 inclusive and to further improve the quality of primary education.
156,2,2008,2014,The aim is to provide free and universal schooling for every child in the relevant age group attending public sector primary schools and to further improve the quality of primary education.
156,3,2006,2006,The aim is to provide free and universal schooling for every child aged 12 to 14 inclusive; to provide sufficient subsidised secondary 4 to 7 places to meet approved provision targets; and to further improve the quality of secondary education.
156,3,2007,2007,"The aim is to provide free and universal schooling for every child aged 12 to 14 inclusive, to make available sufficient subsidised secondary 4 to 7 places to meet approved provision targets, and to further improve the quality of secondary education."
156,3,2008,2008,"The aim is to provide free and universal schooling for every child in the relevant age group attending public sector secondary schools, to provide free senior secondary education in public sector schools with effect from the 2008/09 school year and to further improve the quality of secondary education."
156,3,2009,2014,"The aim is to provide free and universal schooling for every child in the relevant age group attending public sector secondary schools, including the provision of free senior secondary education in public sector schools with effect from the 2008/09 school year, and to further improve the quality of secondary education."
156,4,2006,2007,The aim is to provide nine years of free and universal education for children with special educational needs and to provide subsidised senior secondary school places for those who can benefit from such education.
156,4,2008,2008,"The aim is to provide nine years of free and universal education for children with special educational needs, to provide free senior secondary school places for those who can benefit from such education with effect from the 2008/09 school year and to further improve the quality of special education."
156,4,2009,2009,"The aim is to provide free and universal education for children with special educational needs in the relevant age group attending public sector special schools, including the provision of free senior secondary school places for those who can benefit from such education with effect from the 2008/09 school year, and to further improve the quality of special education."
156,4,2010,2014,"The aim is to provide free and universal education for children with special educational needs in the relevant age group attending public sector special schools, including the provision of free senior secondary school places in relevant public sector special schools with effect from the 2008/09 school year, and to further improve the quality of special education."
156,5,2006,2007,The aim is to strengthen the professional preparation and continuing development of school principals and teachers and to provide resources for pre-primary education and other services for specific educational purposes.
156,5,2008,2014,The aim is to strengthen the professional preparation and continuing professional development of school principals and teachers and to provide resources for pre-primary education and other services for specific educational purposes.
156,6,2006,2007,The aim is to develop a well-trained and adaptable workforce to meet the changing manpower demands of the economy and to contribute to the overall competitiveness of Hong Kong.
156,6,2008,2009,"The aim is to provide, through subventions to the Vocational Training Council (VTC), vocational education services to enable students to acquire skills and knowledge that prepare them for employment and at the same time equip them with the foundation for further study."
156,6,2010,2014,"The aim is to provide, through subventions to the Vocational Training Council (VTC), vocational education services to enable students to acquire skills and knowledge that prepare them for employment and at the same time equip them with the foundation for lifelong learning."
156,7,2006,2007,"The aim is to provide vocational education and training (VET), through subventions to the VTC and the ERB, to meet the manpower needs of industry and commerce and to help our workers adjust to changes in the employment market."
156,7,2008,2014,"The aim is to ensure that people in Hong Kong receive an all-round quality education to prepare them for challenges in life and work, and to develop their aptitude for lifelong learning."
156,8,2006,2007,The aim is to ensure that young people in Hong Kong receive an all-round quality education to prepare them for life and work and to develop their aptitude for lifelong learning.
158,1,2006,2007,"The aim is to plan for and implement the construction and improvement of our transport infrastructure, with emphasis on railways; further promote the usage of public transport services by improving their quality and co- ordination; manage road use, reduce congestion and promote safety; and continue to support environmental improvement measures in transport-related areas."
158,1,2008,2014,The aim is to ensure the smooth operation of the Office of the Secretary for Transport and Housing.
158,2,2008,2012,"The aims are to plan for and implement the construction and improvement of our transport infrastructure, with emphasis on railways; further promote the usage of public transport services by improving their quality and co-ordination; improve cross-boundary rail and road linkages; manage road use, reduce congestion and promote safety; and continue to support environmental improvement measures in transport-related areas."
158,2,2013,2014,"The aims are to plan for and implement the construction and improvement of our transport infrastructure, promote the usage of public transport services by improving their quality and co-ordination; improve cross-boundary rail and road linkages; manage road use, reduce congestion and promote safety; and support environmental improvement measures in transport-related areas."
158,3,2008,2008,"The aims are to maintain and develop further Hong Kong’s position as a centre of international and regional aviation by ensuring continued compliance with relevant international obligations and standards as well as provision of sufficient airport capacity to meet the demands and high standard of civil aviation management, and by facilitating the continued development of safe and reasonably-priced air links to a wide range of destinations to meet the needs of the travelling public and shippers; maintain and further develop Hong Kong as an international shipping and maritime centre; promote shipping safety and ensure continued compliance with relevant international standards of ships registered in Hong Kong or registered elsewhere which visit our port; ensure that the port of Hong Kong is able to expand continuously so as to sustain Hong Kong’s economic growth and meet the demands of trade; and strengthen the role of Hong Kong as the preferred international transportation and logistics hub in Asia."
158,3,2009,2014,"The aims are to maintain and further develop Hong Kong’s position as a centre of international and regional aviation by ensuring continued compliance with relevant international obligations and standards, providing sufficient airport capacity to meet the demands and high standard of civil aviation management, and facilitating the continued development of safe and reasonably-priced air links to a wide range of destinations to meet the needs of the travelling public and shippers; maintain and further develop Hong Kong as an international shipping and maritime centre; promote shipping safety and ensure continued compliance with relevant international standards of ships registered in Hong Kong or registered elsewhere which visit our port; ensure that the port of Hong Kong is able to expand continuously so as to sustain Hong Kong’s economic growth and meet the demands of trade; and strengthen the role of Hong Kong as the preferred international transportation and logistics hub in Asia."
159,1,2006,2007,"The aim is to ensure the smooth operation of the Office of the Secretary for the Environment, Transport and Works."
159,1,2008,2014,"The aim is to ensure the provision of a reliable, adequate and quality supply of water and to maintain an efficient water supply service."
159,2,2006,2007,"The aim is to ensure the provision of a reliable, adequate and quality supply of water and to maintain an efficient water supply service."
159,2,2008,2010,"The aim is to protect, conserve and revitalise as appropriate historical and heritage sites and buildings through relevant and sustainable approaches for the benefit and enjoyment of present and future generations."
159,2,2011,2014,"The aim is to protect, conserve and revitalise as appropriate historical and heritage sites and buildings through relevant and sustainable approaches for the benefit and enjoyment of the present and future generations."
159,3,2006,2009,"The aim is to plan, manage and implement public sector infrastructure development and works programmes in a safe, timely and cost-effective manner whilst maintaining high quality standards."
159,3,2010,2014,"The aim is to co-ordinate government efforts on greening, landscape and tree management through a holistic approach, and to ensure better integration of greening and tree management."
159,4,2010,2011,"The aim is to plan, manage and implement public sector infrastructure development and works programmes in a safe, timely and cost-effective manner whilst maintaining high quality standards, and to promote the safety of lifts and escalators."
159,4,2012,2012,"The aim is to advocate the overall planning and design directions, co-ordinate both public and private efforts and investment, implement necessary public works projects, and take such initiatives which are conducive to expedite the transformation of Kowloon East (comprising the new Kai Tak Development Area, the former industrial areas of Kwun Tong and Kowloon Bay) into another premier business district to support Hong Kong’s economic development."
159,4,2013,2014,"The aim is to advocate the overall planning and design directions, co-ordinate both public and private sectors development, implement necessary public works projects, and take such initiatives which are conducive to expedite the transformation of Kowloon East (comprising the new Kai Tak Development Area, the former industrial areas of Kwun Tong and Kowloon Bay) into another premier business district to support Hong Kong’s economic development."
159,5,2012,2014,"The aim is to plan, manage and implement public sector infrastructure development and works programmes in a safe, timely and cost-effective manner whilst maintaining high quality standards, and to promote the safety of lifts and escalators."
160,1,2006,2008,"As a public broadcaster, Radio Television Hong Kong (RTHK) aims to inform, educate and entertain the general public and specific target audiences through a balanced mix of high quality programming."
160,1,2009,2010,"As a public broadcaster, Radio Television Hong Kong (RTHK) aims to inform, educate and entertain the general public and specific target audiences through a balanced mix of high quality programmes."
160,1,2011,2011,"As a public broadcaster, Radio Television Hong Kong (RTHK) aims to inform, educate and entertain the general public and target audience through a balanced mix of high quality programmes."
160,1,2012,2012,"As the public service broadcaster of Hong Kong, Radio Television Hong Kong (RTHK) aims to inform, educate and entertain the audience and the general public through a balanced mix of high quality programmes."
160,1,2013,2014,"As the public service broadcaster of Hong Kong, Radio Television Hong Kong (RTHK) aims to inform, educate and entertain the general public through high quality programmes."
160,2,2006,2006,"As a public broadcaster, RTHK aims to inform, educate and entertain the general public and specific target groups through the provision of a balanced mix of high quality television programmes which are not adequately provided by commercial broadcasters."
160,2,2007,2010,"As a public broadcaster, RTHK aims to inform, educate and entertain the general public and specific target groups through the provision of a balanced mix of high quality television programmes that are not adequately provided by commercial broadcasters."
160,2,2011,2011,"As a public broadcaster, RTHK aims to inform, educate and entertain the general public and target groups through the provision of a balanced mix of high quality television (TV) programmes that are not adequately provided by commercial broadcasters."
160,2,2012,2012,"As the public service broadcaster, RTHK aims to inform, educate and entertain the audience and the general public through the provision of a balanced mix of high quality television (TV) programmes that are not adequately provided by commercial broadcasters."
160,2,2013,2014,"As the public service broadcaster, RTHK aims to inform, educate and entertain the general public through the provision of high quality television (TV) programmes that are not adequately provided by commercial broadcasters."
160,3,2006,2007,The aim is to produce school educational television (ETV) programmes for the Education and Manpower Bureau (EMB) in support of the Government’s education policies.
160,3,2008,2014,The aim is to produce school educational television (ETV) programmes for the Education Bureau (EDB) in support of the Government’s education policies.
160,4,2006,2009,RTHK aims to extend its balanced mix of high quality radio and television programming to the Internet with a view to achieving its vision to be a leading public broadcaster in the new media environment.
160,4,2010,2010,RTHK aims to extend its high quality (HQ) radio and television programming to the Internet with a view to achieving its vision to be a leading public broadcaster in the new media environment.
160,4,2011,2011,RTHK aims to extend its high quality radio and TV programming to local and non-local audiences by leveraging the different platforms in the new media.
160,4,2012,2012,RTHK aims to extend its high quality radio and TV programmes to the audience by leveraging the different platforms in the new media.
160,4,2013,2014,RTHK aims to extend its high quality radio and TV programming to the audiences by leveraging the different platforms in the new media.
162,1,2006,2014,The aim is to establish and maintain a database showing all properties liable to Rates and/or Government Rent with their respective rateable values which are reviewed annually.
162,2,2006,2007,The aim is to levy Rates and to charge Government Rent in accordance with the Rating Ordinance and the Government Rent (Assessment and Collection) Ordinance respectively.
162,2,2008,2014,The aim is to levy Rates and charge Government Rent in accordance with the Rating Ordinance and the Government Rent (Assessment and Collection) Ordinance respectively.
162,3,2006,2014,"The aim is to provide valuation and property information services to government bureaux and departments, the private sector and the general public."
162,4,2006,2007,The Department provides assistance to landlords and tenants in accordance with the Landlord and Tenant (Consolidation) Ordinance. It also provides advisory and mediatory services to the public on tenancy matters.
162,4,2008,2010,The Department assists landlords and tenants in accordance with the Landlord and Tenant (Consolidation) Ordinance. It also provides advisory and mediatory services to the public on tenancy matters.
162,4,2011,2012,The Department assists landlords and tenants in accordance with the Landlord and Tenant (Consolidation) Ordinance (Cap. 7). It also provides advisory and mediatory services to the public on tenancy matters.
162,4,2013,2014,The Department assists landlords and tenants in accordance with the Landlord and Tenant (Consolidation) Ordinance (Cap. 7) (LTCO). It also provides advisory and mediatory services to the public on tenancy matters.
163,1,2006,2010,"The aim is to provide the Electoral Affairs Commission with administrative support in the effective discharge of its statutory functions under the Electoral Affairs Commission Ordinance to ensure that elections are conducted openly, honestly and fairly."
163,1,2011,2013,"The aim is to provide the Electoral Affairs Commission with administrative support in the effective discharge of its statutory functions under the Electoral Affairs Commission Ordinance (Cap. 541) to ensure that elections are conducted openly, honestly and fairly."
163,1,2014,2014,"The aim is to provide the Electoral Affairs Commission with administrative support for the effective discharge of its statutory functions under the Electoral Affairs Commission Ordinance (Cap. 541) to ensure that elections are conducted openly, honestly and fairly."
166,1,2006,2011,"The aim is to provide a safe, efficient and cost-effective flying service to support the work of various departments and agencies of the Government, and to provide a 24-hour coverage of search and rescue as well as air ambulance services."
166,1,2012,2014,"The aim is to provide a safe, efficient and cost-effective flying service to support the work of various departments and agencies of the Government, and to provide a 24-hour coverage of search and rescue (SAR) as well as air ambulance services."
168,1,2006,2010,"The aim is to provide weather forecasts and issue warnings to the public, special users, the shipping community, aircraft and aviation groups in order to reduce loss of life and damage to property, and minimise disruption to economic and social activities during hazardous weather."
168,1,2011,2011,"The aim is to provide weather forecasts and issue warnings to the public, special users, the shipping community as well as aircraft and aviation groups in order to reduce loss of life and damage to property, and minimise disruption to economic and social activities during hazardous weather."
168,1,2012,2014,"The aim is to provide weather forecasts and issue warnings to the public, special users, the shipping community and aviation groups in order to reduce loss of life and damage to property, and minimise disruption to economic and social activities during hazardous weather."
168,2,2006,2014,The aim is to provide information on environmental radiation levels in Hong Kong and advise government departments on the protective action that may be necessary during nuclear emergencies.
168,3,2006,2006,"The aim is to maintain the Hong Kong time standard and to provide geophysical, oceanographical, astronomical and climatological information to the user community."
168,3,2007,2008,"The aim is to maintain the Hong Kong time standard and to provide geophysical, oceanographical, astronomical and climatological information to the public."
168,3,2009,2014,"The aim is to maintain the Hong Kong time standard and to provide geophysical, oceanographic, astronomical and climatological information to the public."
169,1,2007,2010,"The aim of the Secretariat, Commissioner on Interception of Communications and Surveillance (the Secretariat) is to provide support to the Commissioner on Interception of Communications and Surveillance (the Commissioner) in overseeing the compliance by law enforcement agencies (LEAs) and their officers with the relevant requirements under the Interception of Communications and Surveillance Ordinance (the Ordinance)."
169,1,2011,2014,"The aim of the Secretariat, Commissioner on Interception of Communications and Surveillance (the Secretariat) is to provide support to the Commissioner on Interception of Communications and Surveillance (the Commissioner) in overseeing the compliance by law enforcement agencies (LEAs) and their officers with the relevant requirements under the Interception of Communications and Surveillance Ordinance (Cap. 589) (the Ordinance)."
170,1,2006,2013,"The aim is to preserve, strengthen and support the family."
170,1,2014,2014,"The aim is to preserve, strengthen and support the family as well as helping families in trouble."
170,2,2006,2013,"The aim is to provide a non-contributory social security system to meet the basic and essential needs of the financially vulnerable, and the special needs of the severely disabled and elders."
170,2,2014,2014,"The aim is to provide a non-contributory social security system to meet the basic and essential needs of the financially vulnerable, and the special needs of severely disabled and elderly persons."
170,3,2006,2006,"The aim is to promote the well-being of elders through the provision of services that will enable them to remain active members of the community for as long as possible, and to the extent necessary, to provide residential care to suit the varying long-term care needs of frail elders."
170,3,2007,2008,"The aim is to promote the well-being of elders through the provision of services that will enable them to remain active members of the community for as long as possible, and to the extent necessary, to provide community or residential care to suit the varying long-term care needs of frail elders."
170,3,2009,2009,"The aim is to promote the well-being of elders through the provision of services that will enable them to remain active members of the community for as long as possible, and to the extent necessary, to provide community or residential care to suit the varying long-term care (LTC) needs of frail elders."
170,3,2010,2013,"The aim is to promote the well-being of elders through the provision of services that will enable them to remain as active members of the community for as long as possible, and where necessary, provide community or residential care to suit the varying long-term care (LTC) needs of frail elders."
170,3,2014,2014,"The aim is to promote the well-being of the elderly through the provision of services that will enable them to remain as active members of the community for as long as possible and, where necessary, provide community or residential care to suit the varying long-term care (LTC) needs of frail elderly persons."
170,4,2006,2006,"The aim is to acknowledge the equal rights of persons with disabilities to be full members of the community by assisting them in developing their physical, mental and social capabilities to the fullest possible extent and by promoting their integration into the community; to provide medical social services; and to provide preventive and rehabilitative services to drug abusers."
170,4,2007,2007,"The aim is to acknowledge the equal rights of people with disabilities to be full members of the community by assisting them in developing their physical, mental and social capabilities to the fullest possible extent and by promoting their integration into the community; to provide medical social services; and to provide preventive and rehabilitative services to drug abusers."
170,4,2008,2008,"The aim is to acknowledge the equal rights of PWDs to be full members of the community by assisting them to develop their physical, mental and social capabilities to the fullest possible extent and by promoting their integration into the community; to provide medical social services; and to provide preventive and rehabilitative services to drug abusers."
170,4,2009,2010,"The aim is to acknowledge the equal rights of PWDs to be full members of the community by assisting them to develop their physical, mental and social capabilities to the fullest possible extent and by promoting their integration into the community; to provide medical social services; and to provide preventive and rehabilitative services for drug abusers."
170,4,2011,2014,"The aim is to acknowledge the equal rights of persons with disabilities to be full members of the community by assisting them to develop their physical, mental and social capabilities to the fullest possible extent and by promoting their integration into the community; to provide medical social services; and to provide preventive and rehabilitative services for drug abusers."
170,5,2006,2007,"The aim is to provide treatment for offenders through a social work approach including supervision, counselling, academic, prevocational and social skill training and help them re-integrate into the community and lead a law-abiding life."
170,5,2008,2012,"The aim is to provide treatment for offenders through a social work approach, including supervision, counselling, academic, prevocational and social skill training, and help them re-integrate into the community and lead a law-abiding life."
170,5,2013,2014,"The aim is to provide treatment for offenders through a social work approach, including supervision, counselling, academic, prevocational and social skill training, and to help them re-integrate into the community and lead a law-abiding life."
170,6,2006,2014,The aim is to promote a sense of belonging in the community through social work services which encourage people to identify their social needs and mobilise community resources to solve their problems.
170,7,2006,2014,"The aim is to assist and encourage young people to become mature, responsible and contributing members of society."
173,1,2006,2014,"The aim is to administer efficiently and cost-effectively various student financial assistance schemes, scholarships and merit award schemes."
174,1,2006,2006,The aim is to assist in maintaining an efficient and stable civil service through the advice of the advisory bodies.
174,1,2007,2014,The aim is to assist in maintaining efficient and stable civil and judicial services through the advice of the advisory bodies.
180,1,2006,2011,"The aim is to implement a fair, open and business-friendly regulatory regime which is conducive to the further development of the broadcasting sector; administer all broadcasting licences; secure proper standards of broadcasting with regard to both programmes and advertising; and ensure that broadcasting licensees comply with the provisions of the relevant legislation, licence conditions and codes of practice."
180,1,2012,2014,"The aim is to enforce a system of film classification according to the Film Censorship Ordinance (Cap. 392) (FCO) through a censorship scheme which meets the needs and reflects the moral standards of the community; to control, together with the Police and the Customs and Excise Department, the publication of obscene and indecent articles by enforcing the Control of Obscene and Indecent Articles Ordinance (Cap. 390) (COIAO); and to register local newspapers under the Registration of Local Newspapers Ordinance (Cap. 268) (RLNO)."
180,2,2006,2009,The aim is to facilitate the development of the film industry in Hong Kong.
180,2,2010,2010,"The aim is to enforce a system of film classification through a censorship scheme which meets the needs and reflects the moral standards of the community; and to control, together with the Police and the Customs and Excise Department, the publication of obscene and indecent articles by enforcing the Control of Obscene and Indecent Articles Ordinance (COIAO)."
180,2,2011,2011,"The aim is to enforce a system of film classification according to the Film Censorship Ordinance (Cap. 392) (FCO) through a censorship scheme which meets the needs and reflects the moral standards of the community; and to control, together with the Police and the Customs and Excise Department, the publication of obscene and indecent articles by enforcing the Control of Obscene and Indecent Articles Ordinance (Cap. 390) (COIAO)."
180,3,2006,2009,"The aim is to enforce a system of film classification through a censorship scheme which meets the needs and reflects the moral standards of the community; and to control, together with the Police and the Customs and Excise Department, the publication of obscene and indecent articles by enforcing the Control of Obscene and Indecent Articles Ordinance (COIAO)."
180,3,2010,2011,"The aim is to control, together with the Police, places of entertainment and to register local newspapers."
180,4,2006,2009,"The aim is to control, together with the Police, places of entertainment and to register local newspapers."
181,1,2006,2008,The aim is to secure and preserve maximum access and fair treatment for exports from Hong Kong to international markets.
181,1,2009,2009,The aim is to secure and preserve maximum access and fair treatment for export of goods and services from Hong Kong to international markets.
181,1,2010,2014,The aim is to secure and preserve maximum access and fair treatment for export of goods and services from Hong Kong to the Mainland and international markets.
181,2,2006,2007,"The aim is to: • fulfil Hong Kong’s obligations under international, multilateral and bilateral trade agreements and optimise the benefits to Hong Kong flowing from such agreements; • provide certification and licensing services in order to facilitate trade and supplement controls imposed for reasons other than trade; and • enhance Hong Kong’s role as a regional trading and distribution centre."
181,2,2008,2009,"The aim is to optimise the benefits to Hong Kong flowing from international and bilateral trade agreements, including the Mainland and Hong Kong Closer Economic Partnership Arrangement (CEPA), to fulfil Hong Kong’s obligations under such agreements by way of providing certifications and licensing services and to enhance Hong Kong’s role as a regional trading and distribution centre."
181,2,2010,2010,"The aim is to optimise the benefits to Hong Kong flowing from international and bilateral trade agreements, including the CEPA, to fulfil Hong Kong’s obligations under such agreements by way of providing certifications and licensing services and to enhance Hong Kong’s role as a regional trading and distribution centre."
181,2,2011,2014,"The aim is to optimise the benefits to Hong Kong flowing from international and bilateral trade agreements, including CEPA, to fulfil Hong Kong’s obligations under such agreements by way of providing certifications and licensing services, and to enhance Hong Kong’s role as a regional trading and distribution centre."
181,3,2006,2013,The aim is to support and facilitate the development of Hong Kong’s SMEs and industries.
181,3,2014,2014,The aim is to support and facilitate the development of Hong Kong’s small and medium enterprises (SMEs) and industries.
186,1,2006,2014,"The aims are to assist in the formulation of transport policies and infrastructure development programmes for safe and efficient passenger and goods movements and to implement the Government’s policy on public transport development, franchising and regulation, all of which will contribute towards the sustainable development of Hong Kong."
186,2,2006,2006,"The aim is to operate an efficient vehicle and driver registration and licensing system, and to promote road safety through the efficient regulation of vehicles and drivers."
186,2,2007,2014,"The aims are to operate an efficient vehicle and driver registration and licensing system, and to promote road safety through the efficient regulation of vehicles and drivers."
186,3,2006,2007,"The aim is to enable safe and orderly movement of pedestrians and road traffic and provision of efficient and effective public transport services by planning and implementing traffic management, road improvement and pedestrian schemes, installing and operating traffic control and surveillance (TCS) systems, monitoring and regulating public transport operations, formulating and implementing road safety strategies and measures, and maintaining regular dialogue with District Councils and other public bodies."
186,3,2008,2011,"The aim is to enable safe and orderly movement of pedestrians and road traffic and provision of efficient and effective public transport services by implementing traffic management, road improvement and pedestrian schemes, installing and operating traffic control and surveillance (TCS) systems, monitoring and regulating public transport operations, formulating and implementing road safety strategies and measures, and maintaining regular dialogue with District Councils and other public bodies."
186,3,2009,2009,"The aim is to enable safe and orderly movement of pedestrians and road traffic and provision of efficient and effective public transport services by implementing traffic management, road improvement and pedestrian schemes, installing and operating traffic control and surveillance (TCS) systems, monitoring and regulating public transport operations, formulating and implementing road safety strategies and measures, and maintaining regular dialogues with District Councils and other public bodies."
186,3,2012,2014,"The aim is to enable safe and orderly movement of pedestrians and road traffic and provision of efficient and effective public transport services by implementing traffic management, road improvement and pedestrian schemes, installing and operating intelligent transport systems, monitoring and regulating public transport operations, formulating and implementing road safety strategies and measures, and maintaining regular dialogue with District Councils and other public bodies."
186,4,2006,2006,"The aim is to ensure the efficient management of transport infrastructures and services in respect of government and private tunnels, bridges, parking meters, government multi-storey carparks, the Central to Mid-Levels Escalator System, the Austin Road Cross Boundary Coach Terminus and the Tsing Ma Control Area (TMCA)."
